date_id,full_date,day_number,day_name,week_number,month_number,month_name,quarter_number,year_number,is_weekend
20220215,2022-02-15,15,Tuesday,7,2,February,1,2022,0
20220216,2022-02-16,16,Wednesday,7,2,February,1,2022,0
20220217,2022-02-17,17,Thursday,7,2,February,1,2022,0
20220218,2022-02-18,18,Friday,7,2,February,1,2022,0
20220219,2022-02-19,19,Saturday,7,2,February,1,2022,1
20220220,2022-02-20,20,Sunday,7,2,February,1,2022,1
20220221,2022-02-21,21,Monday,8,2,February,1,2022,0
20220222,2022-02-22,22,Tuesday,8,2,February,1,2022,0
20220223,2022-02-23,23,Wednesday,8,2,February,1,2022,0
20220224,2022-02-24,24,Thursday,8,2,February,1,2022,0
20220225,2022-02-25,25,Friday,8,2,February,1,2022,0
20220226,2022-02-26,26,Saturday,8,2,February,1,2022,1
20220227,2022-02-27,27,Sunday,8,2,February,1,2022,1
20220228,2022-02-28,28,Monday,9,2,February,1,2022,0
20220301,2022-03-01,1,Tuesday,9,3,March,1,2022,0
20220302,2022-03-02,2,Wednesday,9,3,March,1,2022,0
20220303,2022-03-03,3,Thursday,9,3,March,1,2022,0
20220304,2022-03-04,4,Friday,9,3,March,1,2022,0
20220305,2022-03-05,5,Saturday,9,3,March,1,2022,1
20220306,2022-03-06,6,Sunday,9,3,March,1,2022,1
20220307,2022-03-07,7,Monday,10,3,March,1,2022,0
20220308,2022-03-08,8,Tuesday,10,3,March,1,2022,0
20220309,2022-03-09,9,Wednesday,10,3,March,1,2022,0
20220310,2022-03-10,10,Thursday,10,3,March,1,2022,0
20220311,2022-03-11,11,Friday,10,3,March,1,2022,0
20220312,2022-03-12,12,Saturday,10,3,March,1,2022,1
20220313,2022-03-13,13,Sunday,10,3,March,1,2022,1
20220314,2022-03-14,14,Monday,11,3,March,1,2022,0
20220315,2022-03-15,15,Tuesday,11,3,March,1,2022,0
20220316,2022-03-16,16,Wednesday,11,3,March,1,2022,0
20220317,2022-03-17,17,Thursday,11,3,March,1,2022,0
20220318,2022-03-18,18,Friday,11,3,March,1,2022,0
20220319,2022-03-19,19,Saturday,11,3,March,1,2022,1
20220320,2022-03-20,20,Sunday,11,3,March,1,2022,1
20220321,2022-03-21,21,Monday,12,3,March,1,2022,0
20220322,2022-03-22,22,Tuesday,12,3,March,1,2022,0
20220323,2022-03-23,23,Wednesday,12,3,March,1,2022,0
20220324,2022-03-24,24,Thursday,12,3,March,1,2022,0
20220325,2022-03-25,25,Friday,12,3,March,1,2022,0
20220326,2022-03-26,26,Saturday,12,3,March,1,2022,1
20220327,2022-03-27,27,Sunday,12,3,March,1,2022,1
20220328,2022-03-28,28,Monday,13,3,March,1,2022,0
20220329,2022-03-29,29,Tuesday,13,3,March,1,2022,0
20220330,2022-03-30,30,Wednesday,13,3,March,1,2022,0
20220331,2022-03-31,31,Thursday,13,3,March,1,2022,0
20220401,2022-04-01,1,Friday,13,4,April,2,2022,0
20220402,2022-04-02,2,Saturday,13,4,April,2,2022,1
20220403,2022-04-03,3,Sunday,13,4,April,2,2022,1
20220404,2022-04-04,4,Monday,14,4,April,2,2022,0
20220405,2022-04-05,5,Tuesday,14,4,April,2,2022,0
20220406,2022-04-06,6,Wednesday,14,4,April,2,2022,0
20220407,2022-04-07,7,Thursday,14,4,April,2,2022,0
20220408,2022-04-08,8,Friday,14,4,April,2,2022,0
20220409,2022-04-09,9,Saturday,14,4,April,2,2022,1
20220410,2022-04-10,10,Sunday,14,4,April,2,2022,1
20220411,2022-04-11,11,Monday,15,4,April,2,2022,0
20220412,2022-04-12,12,Tuesday,15,4,April,2,2022,0
20220413,2022-04-13,13,Wednesday,15,4,April,2,2022,0
20220414,2022-04-14,14,Thursday,15,4,April,2,2022,0
20220415,2022-04-15,15,Friday,15,4,April,2,2022,0
20220416,2022-04-16,16,Saturday,15,4,April,2,2022,1
20220417,2022-04-17,17,Sunday,15,4,April,2,2022,1
20220418,2022-04-18,18,Monday,16,4,April,2,2022,0
20220419,2022-04-19,19,Tuesday,16,4,April,2,2022,0
20220420,2022-04-20,20,Wednesday,16,4,April,2,2022,0
20220421,2022-04-21,21,Thursday,16,4,April,2,2022,0
20220422,2022-04-22,22,Friday,16,4,April,2,2022,0
20220423,2022-04-23,23,Saturday,16,4,April,2,2022,1
20220424,2022-04-24,24,Sunday,16,4,April,2,2022,1
20220425,2022-04-25,25,Monday,17,4,April,2,2022,0
20220426,2022-04-26,26,Tuesday,17,4,April,2,2022,0
20220427,2022-04-27,27,Wednesday,17,4,April,2,2022,0
20220428,2022-04-28,28,Thursday,17,4,April,2,2022,0
20220429,2022-04-29,29,Friday,17,4,April,2,2022,0
20220430,2022-04-30,30,Saturday,17,4,April,2,2022,1
20220501,2022-05-01,1,Sunday,17,5,May,2,2022,1
20220502,2022-05-02,2,Monday,18,5,May,2,2022,0
20220503,2022-05-03,3,Tuesday,18,5,May,2,2022,0
20220504,2022-05-04,4,Wednesday,18,5,May,2,2022,0
20220505,2022-05-05,5,Thursday,18,5,May,2,2022,0
20220506,2022-05-06,6,Friday,18,5,May,2,2022,0
20220507,2022-05-07,7,Saturday,18,5,May,2,2022,1
20220508,2022-05-08,8,Sunday,18,5,May,2,2022,1
20220509,2022-05-09,9,Monday,19,5,May,2,2022,0
20220510,2022-05-10,10,Tuesday,19,5,May,2,2022,0
20220511,2022-05-11,11,Wednesday,19,5,May,2,2022,0
20220512,2022-05-12,12,Thursday,19,5,May,2,2022,0
20220513,2022-05-13,13,Friday,19,5,May,2,2022,0
20220514,2022-05-14,14,Saturday,19,5,May,2,2022,1
20220515,2022-05-15,15,Sunday,19,5,May,2,2022,1
20220516,2022-05-16,16,Monday,20,5,May,2,2022,0
20220517,2022-05-17,17,Tuesday,20,5,May,2,2022,0
20220518,2022-05-18,18,Wednesday,20,5,May,2,2022,0
20220519,2022-05-19,19,Thursday,20,5,May,2,2022,0
20220520,2022-05-20,20,Friday,20,5,May,2,2022,0
20220521,2022-05-21,21,Saturday,20,5,May,2,2022,1
20220522,2022-05-22,22,Sunday,20,5,May,2,2022,1
20220523,2022-05-23,23,Monday,21,5,May,2,2022,0
20220524,2022-05-24,24,Tuesday,21,5,May,2,2022,0
20220525,2022-05-25,25,Wednesday,21,5,May,2,2022,0
20220526,2022-05-26,26,Thursday,21,5,May,2,2022,0
20220527,2022-05-27,27,Friday,21,5,May,2,2022,0
20220528,2022-05-28,28,Saturday,21,5,May,2,2022,1
20220529,2022-05-29,29,Sunday,21,5,May,2,2022,1
20220530,2022-05-30,30,Monday,22,5,May,2,2022,0
20220531,2022-05-31,31,Tuesday,22,5,May,2,2022,0
20220601,2022-06-01,1,Wednesday,22,6,June,2,2022,0
20220602,2022-06-02,2,Thursday,22,6,June,2,2022,0
20220603,2022-06-03,3,Friday,22,6,June,2,2022,0
20220604,2022-06-04,4,Saturday,22,6,June,2,2022,1
20220605,2022-06-05,5,Sunday,22,6,June,2,2022,1
20220606,2022-06-06,6,Monday,23,6,June,2,2022,0
20220607,2022-06-07,7,Tuesday,23,6,June,2,2022,0
20220608,2022-06-08,8,Wednesday,23,6,June,2,2022,0
20220609,2022-06-09,9,Thursday,23,6,June,2,2022,0
20220610,2022-06-10,10,Friday,23,6,June,2,2022,0
20220611,2022-06-11,11,Saturday,23,6,June,2,2022,1
20220612,2022-06-12,12,Sunday,23,6,June,2,2022,1
20220613,2022-06-13,13,Monday,24,6,June,2,2022,0
20220614,2022-06-14,14,Tuesday,24,6,June,2,2022,0
20220615,2022-06-15,15,Wednesday,24,6,June,2,2022,0
20220616,2022-06-16,16,Thursday,24,6,June,2,2022,0
20220617,2022-06-17,17,Friday,24,6,June,2,2022,0
20220618,2022-06-18,18,Saturday,24,6,June,2,2022,1
20220619,2022-06-19,19,Sunday,24,6,June,2,2022,1
20220620,2022-06-20,20,Monday,25,6,June,2,2022,0
20220621,2022-06-21,21,Tuesday,25,6,June,2,2022,0
20220622,2022-06-22,22,Wednesday,25,6,June,2,2022,0
20220623,2022-06-23,23,Thursday,25,6,June,2,2022,0
20220624,2022-06-24,24,Friday,25,6,June,2,2022,0
20220625,2022-06-25,25,Saturday,25,6,June,2,2022,1
20220626,2022-06-26,26,Sunday,25,6,June,2,2022,1
20220627,2022-06-27,27,Monday,26,6,June,2,2022,0
20220628,2022-06-28,28,Tuesday,26,6,June,2,2022,0
20220629,2022-06-29,29,Wednesday,26,6,June,2,2022,0
20220630,2022-06-30,30,Thursday,26,6,June,2,2022,0
20220701,2022-07-01,1,Friday,26,7,July,3,2022,0
20220702,2022-07-02,2,Saturday,26,7,July,3,2022,1
20220703,2022-07-03,3,Sunday,26,7,July,3,2022,1
20220704,2022-07-04,4,Monday,27,7,July,3,2022,0
20220705,2022-07-05,5,Tuesday,27,7,July,3,2022,0
20220706,2022-07-06,6,Wednesday,27,7,July,3,2022,0
20220707,2022-07-07,7,Thursday,27,7,July,3,2022,0
20220708,2022-07-08,8,Friday,27,7,July,3,2022,0
20220709,2022-07-09,9,Saturday,27,7,July,3,2022,1
20220710,2022-07-10,10,Sunday,27,7,July,3,2022,1
20220711,2022-07-11,11,Monday,28,7,July,3,2022,0
20220712,2022-07-12,12,Tuesday,28,7,July,3,2022,0
20220713,2022-07-13,13,Wednesday,28,7,July,3,2022,0
20220714,2022-07-14,14,Thursday,28,7,July,3,2022,0
20220715,2022-07-15,15,Friday,28,7,July,3,2022,0
20220716,2022-07-16,16,Saturday,28,7,July,3,2022,1
20220717,2022-07-17,17,Sunday,28,7,July,3,2022,1
20220718,2022-07-18,18,Monday,29,7,July,3,2022,0
20220719,2022-07-19,19,Tuesday,29,7,July,3,2022,0
20220720,2022-07-20,20,Wednesday,29,7,July,3,2022,0
20220721,2022-07-21,21,Thursday,29,7,July,3,2022,0
20220722,2022-07-22,22,Friday,29,7,July,3,2022,0
20220723,2022-07-23,23,Saturday,29,7,July,3,2022,1
20220724,2022-07-24,24,Sunday,29,7,July,3,2022,1
20220725,2022-07-25,25,Monday,30,7,July,3,2022,0
20220726,2022-07-26,26,Tuesday,30,7,July,3,2022,0
20220727,2022-07-27,27,Wednesday,30,7,July,3,2022,0
20220728,2022-07-28,28,Thursday,30,7,July,3,2022,0
20220729,2022-07-29,29,Friday,30,7,July,3,2022,0
20220730,2022-07-30,30,Saturday,30,7,July,3,2022,1
20220731,2022-07-31,31,Sunday,30,7,July,3,2022,1
20220801,2022-08-01,1,Monday,31,8,August,3,2022,0
20220802,2022-08-02,2,Tuesday,31,8,August,3,2022,0
20220803,2022-08-03,3,Wednesday,31,8,August,3,2022,0
20220804,2022-08-04,4,Thursday,31,8,August,3,2022,0
20220805,2022-08-05,5,Friday,31,8,August,3,2022,0
20220806,2022-08-06,6,Saturday,31,8,August,3,2022,1
20220807,2022-08-07,7,Sunday,31,8,August,3,2022,1
20220808,2022-08-08,8,Monday,32,8,August,3,2022,0
20220809,2022-08-09,9,Tuesday,32,8,August,3,2022,0
20220810,2022-08-10,10,Wednesday,32,8,August,3,2022,0
20220811,2022-08-11,11,Thursday,32,8,August,3,2022,0
20220812,2022-08-12,12,Friday,32,8,August,3,2022,0
20220813,2022-08-13,13,Saturday,32,8,August,3,2022,1
20220814,2022-08-14,14,Sunday,32,8,August,3,2022,1
20220815,2022-08-15,15,Monday,33,8,August,3,2022,0
20220816,2022-08-16,16,Tuesday,33,8,August,3,2022,0
20220817,2022-08-17,17,Wednesday,33,8,August,3,2022,0
20220818,2022-08-18,18,Thursday,33,8,August,3,2022,0
20220819,2022-08-19,19,Friday,33,8,August,3,2022,0
20220820,2022-08-20,20,Saturday,33,8,August,3,2022,1
20220821,2022-08-21,21,Sunday,33,8,August,3,2022,1
20220822,2022-08-22,22,Monday,34,8,August,3,2022,0
20220823,2022-08-23,23,Tuesday,34,8,August,3,2022,0
20220824,2022-08-24,24,Wednesday,34,8,August,3,2022,0
20220825,2022-08-25,25,Thursday,34,8,August,3,2022,0
20220826,2022-08-26,26,Friday,34,8,August,3,2022,0
20220827,2022-08-27,27,Saturday,34,8,August,3,2022,1
20220828,2022-08-28,28,Sunday,34,8,August,3,2022,1
20220829,2022-08-29,29,Monday,35,8,August,3,2022,0
20220830,2022-08-30,30,Tuesday,35,8,August,3,2022,0
20220831,2022-08-31,31,Wednesday,35,8,August,3,2022,0
20220901,2022-09-01,1,Thursday,35,9,September,3,2022,0
20220902,2022-09-02,2,Friday,35,9,September,3,2022,0
20220903,2022-09-03,3,Saturday,35,9,September,3,2022,1
20220904,2022-09-04,4,Sunday,35,9,September,3,2022,1
20220905,2022-09-05,5,Monday,36,9,September,3,2022,0
20220906,2022-09-06,6,Tuesday,36,9,September,3,2022,0
20220907,2022-09-07,7,Wednesday,36,9,September,3,2022,0
20220908,2022-09-08,8,Thursday,36,9,September,3,2022,0
20220909,2022-09-09,9,Friday,36,9,September,3,2022,0
20220910,2022-09-10,10,Saturday,36,9,September,3,2022,1
20220911,2022-09-11,11,Sunday,36,9,September,3,2022,1
20220912,2022-09-12,12,Monday,37,9,September,3,2022,0
20220913,2022-09-13,13,Tuesday,37,9,September,3,2022,0
20220914,2022-09-14,14,Wednesday,37,9,September,3,2022,0
20220915,2022-09-15,15,Thursday,37,9,September,3,2022,0
20220916,2022-09-16,16,Friday,37,9,September,3,2022,0
20220917,2022-09-17,17,Saturday,37,9,September,3,2022,1
20220918,2022-09-18,18,Sunday,37,9,September,3,2022,1
20220919,2022-09-19,19,Monday,38,9,September,3,2022,0
20220920,2022-09-20,20,Tuesday,38,9,September,3,2022,0
20220921,2022-09-21,21,Wednesday,38,9,September,3,2022,0
20220922,2022-09-22,22,Thursday,38,9,September,3,2022,0
20220923,2022-09-23,23,Friday,38,9,September,3,2022,0
20220924,2022-09-24,24,Saturday,38,9,September,3,2022,1
20220925,2022-09-25,25,Sunday,38,9,September,3,2022,1
20220926,2022-09-26,26,Monday,39,9,September,3,2022,0
20220927,2022-09-27,27,Tuesday,39,9,September,3,2022,0
20220928,2022-09-28,28,Wednesday,39,9,September,3,2022,0
20220929,2022-09-29,29,Thursday,39,9,September,3,2022,0
20220930,2022-09-30,30,Friday,39,9,September,3,2022,0
20221001,2022-10-01,1,Saturday,39,10,October,4,2022,1
20221002,2022-10-02,2,Sunday,39,10,October,4,2022,1
20221003,2022-10-03,3,Monday,40,10,October,4,2022,0
20221004,2022-10-04,4,Tuesday,40,10,October,4,2022,0
20221005,2022-10-05,5,Wednesday,40,10,October,4,2022,0
20221006,2022-10-06,6,Thursday,40,10,October,4,2022,0
20221007,2022-10-07,7,Friday,40,10,October,4,2022,0
20221008,2022-10-08,8,Saturday,40,10,October,4,2022,1
20221009,2022-10-09,9,Sunday,40,10,October,4,2022,1
20221010,2022-10-10,10,Monday,41,10,October,4,2022,0
20221011,2022-10-11,11,Tuesday,41,10,October,4,2022,0
20221012,2022-10-12,12,Wednesday,41,10,October,4,2022,0
20221013,2022-10-13,13,Thursday,41,10,October,4,2022,0
20221014,2022-10-14,14,Friday,41,10,October,4,2022,0
20221015,2022-10-15,15,Saturday,41,10,October,4,2022,1
20221016,2022-10-16,16,Sunday,41,10,October,4,2022,1
20221017,2022-10-17,17,Monday,42,10,October,4,2022,0
20221018,2022-10-18,18,Tuesday,42,10,October,4,2022,0
20221019,2022-10-19,19,Wednesday,42,10,October,4,2022,0
20221020,2022-10-20,20,Thursday,42,10,October,4,2022,0
20221021,2022-10-21,21,Friday,42,10,October,4,2022,0
20221022,2022-10-22,22,Saturday,42,10,October,4,2022,1
20221023,2022-10-23,23,Sunday,42,10,October,4,2022,1
20221024,2022-10-24,24,Monday,43,10,October,4,2022,0
20221025,2022-10-25,25,Tuesday,43,10,October,4,2022,0
20221026,2022-10-26,26,Wednesday,43,10,October,4,2022,0
20221027,2022-10-27,27,Thursday,43,10,October,4,2022,0
20221028,2022-10-28,28,Friday,43,10,October,4,2022,0
20221029,2022-10-29,29,Saturday,43,10,October,4,2022,1
20221030,2022-10-30,30,Sunday,43,10,October,4,2022,1
20221031,2022-10-31,31,Monday,44,10,October,4,2022,0
20221101,2022-11-01,1,Tuesday,44,11,November,4,2022,0
20221102,2022-11-02,2,Wednesday,44,11,November,4,2022,0
20221103,2022-11-03,3,Thursday,44,11,November,4,2022,0
20221104,2022-11-04,4,Friday,44,11,November,4,2022,0
20221105,2022-11-05,5,Saturday,44,11,November,4,2022,1
20221106,2022-11-06,6,Sunday,44,11,November,4,2022,1
20221107,2022-11-07,7,Monday,45,11,November,4,2022,0
20221108,2022-11-08,8,Tuesday,45,11,November,4,2022,0
20221109,2022-11-09,9,Wednesday,45,11,November,4,2022,0
20221110,2022-11-10,10,Thursday,45,11,November,4,2022,0
20221111,2022-11-11,11,Friday,45,11,November,4,2022,0
20221112,2022-11-12,12,Saturday,45,11,November,4,2022,1
20221113,2022-11-13,13,Sunday,45,11,November,4,2022,1
20221114,2022-11-14,14,Monday,46,11,November,4,2022,0
20221115,2022-11-15,15,Tuesday,46,11,November,4,2022,0
20221116,2022-11-16,16,Wednesday,46,11,November,4,2022,0
20221117,2022-11-17,17,Thursday,46,11,November,4,2022,0
20221118,2022-11-18,18,Friday,46,11,November,4,2022,0
20221119,2022-11-19,19,Saturday,46,11,November,4,2022,1
20221120,2022-11-20,20,Sunday,46,11,November,4,2022,1
20221121,2022-11-21,21,Monday,47,11,November,4,2022,0
20221122,2022-11-22,22,Tuesday,47,11,November,4,2022,0
20221123,2022-11-23,23,Wednesday,47,11,November,4,2022,0
20221124,2022-11-24,24,Thursday,47,11,November,4,2022,0
20221125,2022-11-25,25,Friday,47,11,November,4,2022,0
20221126,2022-11-26,26,Saturday,47,11,November,4,2022,1
20221127,2022-11-27,27,Sunday,47,11,November,4,2022,1
20221128,2022-11-28,28,Monday,48,11,November,4,2022,0
20221129,2022-11-29,29,Tuesday,48,11,November,4,2022,0
20221130,2022-11-30,30,Wednesday,48,11,November,4,2022,0
20221201,2022-12-01,1,Thursday,48,12,December,4,2022,0
20221202,2022-12-02,2,Friday,48,12,December,4,2022,0
20221203,2022-12-03,3,Saturday,48,12,December,4,2022,1
20221204,2022-12-04,4,Sunday,48,12,December,4,2022,1
20221205,2022-12-05,5,Monday,49,12,December,4,2022,0
20221206,2022-12-06,6,Tuesday,49,12,December,4,2022,0
20221207,2022-12-07,7,Wednesday,49,12,December,4,2022,0
20221208,2022-12-08,8,Thursday,49,12,December,4,2022,0
20221209,2022-12-09,9,Friday,49,12,December,4,2022,0
20221210,2022-12-10,10,Saturday,49,12,December,4,2022,1
20221211,2022-12-11,11,Sunday,49,12,December,4,2022,1
20221212,2022-12-12,12,Monday,50,12,December,4,2022,0
20221213,2022-12-13,13,Tuesday,50,12,December,4,2022,0
20221214,2022-12-14,14,Wednesday,50,12,December,4,2022,0
20221215,2022-12-15,15,Thursday,50,12,December,4,2022,0
20221216,2022-12-16,16,Friday,50,12,December,4,2022,0
20221217,2022-12-17,17,Saturday,50,12,December,4,2022,1
20221218,2022-12-18,18,Sunday,50,12,December,4,2022,1
20221219,2022-12-19,19,Monday,51,12,December,4,2022,0
20221220,2022-12-20,20,Tuesday,51,12,December,4,2022,0
20221221,2022-12-21,21,Wednesday,51,12,December,4,2022,0
20221222,2022-12-22,22,Thursday,51,12,December,4,2022,0
20221223,2022-12-23,23,Friday,51,12,December,4,2022,0
20221224,2022-12-24,24,Saturday,51,12,December,4,2022,1
20221225,2022-12-25,25,Sunday,51,12,December,4,2022,1
20221226,2022-12-26,26,Monday,52,12,December,4,2022,0
20221227,2022-12-27,27,Tuesday,52,12,December,4,2022,0
20221228,2022-12-28,28,Wednesday,52,12,December,4,2022,0
20221229,2022-12-29,29,Thursday,52,12,December,4,2022,0
20221230,2022-12-30,30,Friday,52,12,December,4,2022,0
20221231,2022-12-31,31,Saturday,52,12,December,4,2022,1
20230101,2023-01-01,1,Sunday,52,1,January,1,2023,1
20230102,2023-01-02,2,Monday,1,1,January,1,2023,0
20230103,2023-01-03,3,Tuesday,1,1,January,1,2023,0
20230104,2023-01-04,4,Wednesday,1,1,January,1,2023,0
20230105,2023-01-05,5,Thursday,1,1,January,1,2023,0
20230106,2023-01-06,6,Friday,1,1,January,1,2023,0
20230107,2023-01-07,7,Saturday,1,1,January,1,2023,1
20230108,2023-01-08,8,Sunday,1,1,January,1,2023,1
20230109,2023-01-09,9,Monday,2,1,January,1,2023,0
20230110,2023-01-10,10,Tuesday,2,1,January,1,2023,0
20230111,2023-01-11,11,Wednesday,2,1,January,1,2023,0
20230112,2023-01-12,12,Thursday,2,1,January,1,2023,0
20230113,2023-01-13,13,Friday,2,1,January,1,2023,0
20230114,2023-01-14,14,Saturday,2,1,January,1,2023,1
20230115,2023-01-15,15,Sunday,2,1,January,1,2023,1
20230116,2023-01-16,16,Monday,3,1,January,1,2023,0
20230117,2023-01-17,17,Tuesday,3,1,January,1,2023,0
20230118,2023-01-18,18,Wednesday,3,1,January,1,2023,0
20230119,2023-01-19,19,Thursday,3,1,January,1,2023,0
20230120,2023-01-20,20,Friday,3,1,January,1,2023,0
20230121,2023-01-21,21,Saturday,3,1,January,1,2023,1
20230122,2023-01-22,22,Sunday,3,1,January,1,2023,1
20230123,2023-01-23,23,Monday,4,1,January,1,2023,0
20230124,2023-01-24,24,Tuesday,4,1,January,1,2023,0
20230125,2023-01-25,25,Wednesday,4,1,January,1,2023,0
20230126,2023-01-26,26,Thursday,4,1,January,1,2023,0
20230127,2023-01-27,27,Friday,4,1,January,1,2023,0
20230128,2023-01-28,28,Saturday,4,1,January,1,2023,1
20230129,2023-01-29,29,Sunday,4,1,January,1,2023,1
20230130,2023-01-30,30,Monday,5,1,January,1,2023,0
20230131,2023-01-31,31,Tuesday,5,1,January,1,2023,0
20230201,2023-02-01,1,Wednesday,5,2,February,1,2023,0
20230202,2023-02-02,2,Thursday,5,2,February,1,2023,0
20230203,2023-02-03,3,Friday,5,2,February,1,2023,0
20230204,2023-02-04,4,Saturday,5,2,February,1,2023,1
20230205,2023-02-05,5,Sunday,5,2,February,1,2023,1
20230206,2023-02-06,6,Monday,6,2,February,1,2023,0
20230207,2023-02-07,7,Tuesday,6,2,February,1,2023,0
20230208,2023-02-08,8,Wednesday,6,2,February,1,2023,0
20230209,2023-02-09,9,Thursday,6,2,February,1,2023,0
20230210,2023-02-10,10,Friday,6,2,February,1,2023,0
20230211,2023-02-11,11,Saturday,6,2,February,1,2023,1
20230212,2023-02-12,12,Sunday,6,2,February,1,2023,1
20230213,2023-02-13,13,Monday,7,2,February,1,2023,0
20230214,2023-02-14,14,Tuesday,7,2,February,1,2023,0
20230215,2023-02-15,15,Wednesday,7,2,February,1,2023,0
20230216,2023-02-16,16,Thursday,7,2,February,1,2023,0
20230217,2023-02-17,17,Friday,7,2,February,1,2023,0
20230218,2023-02-18,18,Saturday,7,2,February,1,2023,1
20230219,2023-02-19,19,Sunday,7,2,February,1,2023,1
20230220,2023-02-20,20,Monday,8,2,February,1,2023,0
20230221,2023-02-21,21,Tuesday,8,2,February,1,2023,0
20230222,2023-02-22,22,Wednesday,8,2,February,1,2023,0
20230223,2023-02-23,23,Thursday,8,2,February,1,2023,0
20230224,2023-02-24,24,Friday,8,2,February,1,2023,0
20230225,2023-02-25,25,Saturday,8,2,February,1,2023,1
20230226,2023-02-26,26,Sunday,8,2,February,1,2023,1
20230227,2023-02-27,27,Monday,9,2,February,1,2023,0
20230228,2023-02-28,28,Tuesday,9,2,February,1,2023,0
20230301,2023-03-01,1,Wednesday,9,3,March,1,2023,0
20230302,2023-03-02,2,Thursday,9,3,March,1,2023,0
20230303,2023-03-03,3,Friday,9,3,March,1,2023,0
20230304,2023-03-04,4,Saturday,9,3,March,1,2023,1
20230305,2023-03-05,5,Sunday,9,3,March,1,2023,1
20230306,2023-03-06,6,Monday,10,3,March,1,2023,0
20230307,2023-03-07,7,Tuesday,10,3,March,1,2023,0
20230308,2023-03-08,8,Wednesday,10,3,March,1,2023,0
20230309,2023-03-09,9,Thursday,10,3,March,1,2023,0
20230310,2023-03-10,10,Friday,10,3,March,1,2023,0
20230311,2023-03-11,11,Saturday,10,3,March,1,2023,1
20230312,2023-03-12,12,Sunday,10,3,March,1,2023,1
20230313,2023-03-13,13,Monday,11,3,March,1,2023,0
20230314,2023-03-14,14,Tuesday,11,3,March,1,2023,0
20230315,2023-03-15,15,Wednesday,11,3,March,1,2023,0
20230316,2023-03-16,16,Thursday,11,3,March,1,2023,0
20230317,2023-03-17,17,Friday,11,3,March,1,2023,0
20230318,2023-03-18,18,Saturday,11,3,March,1,2023,1
20230319,2023-03-19,19,Sunday,11,3,March,1,2023,1
20230320,2023-03-20,20,Monday,12,3,March,1,2023,0
20230321,2023-03-21,21,Tuesday,12,3,March,1,2023,0
20230322,2023-03-22,22,Wednesday,12,3,March,1,2023,0
20230323,2023-03-23,23,Thursday,12,3,March,1,2023,0
20230324,2023-03-24,24,Friday,12,3,March,1,2023,0
