product_id,product_name,brand,category_id,supplier_id,cost_price,selling_price,warranty_months,launch_date,is_active
47,Fortune Oil,Fortune,10,3,5016,5758.49,0,2021-12-28,1
48,ITC Atta,ITC,10,5,77260,94199.33,0,2026-05-01,1
49,Nilkamal Wardrobe,Nilkamal,7,12,28295,38108.37,0,2023-05-09,1
50,Godrej Dining Table,Godrej,7,6,52739,70366.75,0,2023-07-25,1
51,IKEA Sofa,IKEA,7,11,54459,70610.62,0,2022-04-23,1
52,Aashirvaad Atta,Aashirvaad,10,5,50416,58726.62,0,2022-11-16,1
53,Vivo Pro,Vivo,1,9,76965,103085.96,12,2022-02-26,1
54,Dell Pavilion,Dell,2,4,12146,14187.17,24,2024-09-23,1
55,OnePlus Plus,OnePlus,1,5,37232,42838.47,36,2024-06-23,1
56,Prestige Air Fryer,Prestige,6,11,46686,54173.73,36,2026-04-17,1
57,HP Vivobook,HP,2,11,35511,42689.95,24,2025-11-14,1
58,ASUS Vivobook,ASUS,2,8,79084,105437.57,36,2026-03-01,1
59,LG Top Load,LG,5,6,34182,39780.37,12,2024-12-19,1
60,HP Pavilion,HP,2,1,43583,48074.7,12,2025-11-12,1
61,Aashirvaad Rice,Aashirvaad,10,6,26437,30218.59,0,2024-10-10,1
62,Whirlpool Convertible,Whirlpool,4,10,55580,66729.13,24,2023-10-16,1
63,Vivo Max,Vivo,1,5,30903,40663.44,24,2026-06-09,0
64,IKEA Office Chair,IKEA,7,12,79594,88229.3,0,2025-03-31,1
65,Philips Cooktop,Philips,6,4,65595,85862.18,12,2023-03-24,1
66,LG Double Door,LG,4,10,34146,42393.82,12,2025-03-27,1
67,Biba Kurti,Biba,9,6,42835,54932.8,0,2022-03-09,1
68,Whirlpool Double Door,Whirlpool,4,10,9574,12575.76,12,2026-04-29,1
69,Aashirvaad Sugar,Aashirvaad,10,1,59719,79259.16,0,2022-02-22,1
70,Apple Plus,Apple,1,11,64459,83148.57,24,2022-05-31,1
71,W Kurti,W,9,6,27348,30135.25,0,2022-09-18,1
72,Bosch Front Load,Bosch,5,2,69715,83947.83,36,2023-12-26,1
73,Aashirvaad Atta,Aashirvaad,10,4,24023,29733.87,0,2025-06-05,1
74,Samsung Note,Samsung,1,10,72879,91336.95,12,2025-08-29,1
75,Prestige Mixer,Prestige,6,7,28902,32817.34,12,2025-07-03,1
76,Sony Crystal,Sony,3,8,24990,32344.8,24,2025-04-15,1
77,Biba Leggings,Biba,9,9,46230,53055.13,0,2022-02-14,1
78,LG Top Load,LG,5,10,12203,14132.93,24,2025-04-05,1
79,Philips Mixer,Philips,6,1,55407,69126.99,12,2025-11-17,1
80,Philips Mixer,Philips,6,7,25615,29762.77,12,2022-06-23,1
81,Aurelia Kurti,Aurelia,9,8,67545,74588.5,0,2025-02-14,1
82,Fortune Oil,Fortune,10,8,41199,55603.94,0,2021-11-08,1
83,Tata Atta,Tata,10,5,58573,68473.15,0,2025-06-21,1
84,W Leggings,W,9,2,42928,49676.12,0,2022-03-07,1
85,Aurelia Top,Aurelia,9,2,23337,28311.01,0,2026-07-15,1
86,Samsung Plus,Samsung,1,8,14587,19508.93,36,2024-08-10,1
87,LG Front Load,LG,5,3,33972,43798.16,24,2023-11-03,1
88,Bosch Front Load,Bosch,5,6,64303,80940.15,12,2024-07-14,1
89,Samsung Max,Samsung,1,5,70225,79305.16,36,2024-07-29,1
90,Biba Top,Biba,9,10,68930,84329.36,0,2022-12-24,1
91,OnePlus Note,OnePlus,1,3,22585,27329.95,24,2022-08-24,1
92,Whirlpool Fully Automatic,Whirlpool,5,11,32338,42195.84,36,2023-05-28,1
93,Aurelia Kurti,Aurelia,9,12,71225,85864.8,0,2021-11-26,1
94,Lenovo Inspiron,Lenovo,2,7,56538,69647.98,24,2023-08-06,1
95,Biba Leggings,Biba,9,6,48374,54971.92,0,2021-11-30,1
96,OnePlus Pro,OnePlus,1,12,45294,55872.7,12,2025-11-24,1
97,ITC Rice,ITC,10,5,41807,47168.5,0,2025-09-06,1
98,Nilkamal Office Chair,Nilkamal,7,3,31272,38878.58,0,2024-10-19,1
99,OnePlus Plus,OnePlus,1,11,1323,1635.91,24,2022-08-21,1
100,W Kurti,W,9,7,31840,41744.24,0,2023-10-01,1
101,Bosch Fully Automatic,Bosch,5,9,29474,37525.6,24,2025-06-12,1
102,W Dress,W,9,5,55484,73997.42,0,2022-08-15,1
103,Sony QLED,Sony,3,4,69709,88978.48,36,2022-04-25,1
104,Samsung Bravia,Samsung,3,5,12607,14975.9,36,2025-07-16,1
105,Acer ThinkPad,Acer,2,5,78964,104880.39,12,2022-11-15,1
106,Whirlpool Top Load,Whirlpool,5,10,17837,20966.22,36,2022-05-17,1
107,Whirlpool Frost Free,Whirlpool,4,5,60306,78515.74,36,2025-01-28,1
108,Philips Cooktop,Philips,6,6,24203,27852.03,24,2025-05-14,1
109,LG QLED,LG,3,6,32209,41788.59,36,2024-06-26,1
110,Whirlpool Front Load,Whirlpool,5,8,7808,8817.35,36,2022-02-23,1
111,LG Fully Automatic,LG,5,7,18041,22844.35,24,2025-06-04,1
112,Philips Air Fryer,Philips,6,4,60911,81445.78,24,2024-06-06,0
113,LG Convertible,LG,4,2,52414,70030.89,24,2026-06-04,1
114,LG Bravia,LG,3,1,34271,42762.69,36,2024-01-24,1
115,Biba Leggings,Biba,9,10,41286,54572.37,0,2025-06-20,1
116,IKEA Dining Table,IKEA,7,5,24489,32452.68,0,2021-12-01,1
117,Levi's Jeans,Levi's,8,10,3315,3924.4,0,2025-03-19,1
118,LG Front Load,LG,5,10,31738,42361.98,12,2022-05-10,1
119,Aurelia Kurti,Aurelia,9,3,52854,71115.0,0,2026-03-28,1
120,Sony Crystal,Sony,3,2,41505,52547.66,12,2025-02-15,1
121,LG Fully Automatic,LG,5,1,23001,25820.44,24,2023-04-13,1
122,Acer Pavilion,Acer,2,7,19177,24097.99,24,2025-09-17,1
123,Butterfly Induction Stove,Butterfly,6,5,63375,79778.15,36,2026-07-01,1
124,Sony Crystal,Sony,3,6,61146,76729.8,24,2025-04-20,1
125,Nilkamal Office Chair,Nilkamal,7,4,23988,27074.85,0,2024-03-03,0
126,Adidas Jacket,Adidas,8,12,9397,10548.43,0,2025-05-03,0
127,Tata Sugar,Tata,10,8,6704,8806.09,0,2024-08-02,1
128,Nilkamal Dining Table,Nilkamal,7,6,73848,84357.33,0,2024-10-14,1
129,Vivo Ultra,Vivo,1,12,60674,69294.97,36,2023-09-12,1
130,Levi's Shirt,Levi's,8,5,15012,17068.58,0,2023-02-08,1
131,Dell Aspire,Dell,2,6,77239,98434.1,24,2022-10-10,1
132,Samsung Convertible,Samsung,4,7,67238,78142.24,36,2023-05-02,1
133,Xiaomi Ultra,Xiaomi,1,10,8346,10315.91,12,2024-01-15,1
134,ITC Atta,ITC,10,10,21346,25929.05,0,2022-01-04,1
135,IKEA Dining Table,IKEA,7,2,46516,53108.87,0,2024-02-02,1
136,LG Convertible,LG,4,6,24424,29056.98,36,2022-12-21,1
137,Samsung Frost Free,Samsung,4,10,7718,9371.21,12,2023-03-25,1
138,TCL QLED,TCL,3,10,26433,33887.61,36,2023-10-23,1
139,Butterfly Induction Stove,Butterfly,6,12,75718,93702.44,12,2023-09-25,1
140,Biba Dress,Biba,9,8,9911,11697.65,0,2024-11-21,1
141,Xiaomi Ultra,Xiaomi,1,6,41752,51315.28,36,2024-02-19,1
142,Aurelia Top,Aurelia,9,8,64737,79964.17,0,2022-12-30,1
143,Vivo Ultra,Vivo,1,3,42760,49241.74,36,2025-04-22,1
144,Samsung Ultra,Samsung,1,3,8686,10779.75,36,2026-05-07,1
145,Lenovo Pavilion,Lenovo,2,4,31181,38699.34,24,2021-09-27,0
146,Adidas Jeans,Adidas,8,8,43420,49332.89,0,2026-04-27,1
147,Acer Inspiron,Acer,2,3,44434,51483.42,36,2023-10-21,1
148,Samsung Note,Samsung,1,7,34975,46948.58,12,2022-10-19,1
149,Godrej Sofa,Godrej,7,1,53958,71019.9,0,2023-08-29,1
150,TCL Crystal,TCL,3,11,13758,16666.38,24,2024-12-21,1
151,Levi's Jacket,Levi's,8,12,51957,57955.65,0,2023-05-28,1
152,Acer Vivobook,Acer,2,1,76018,91094.23,36,2022-08-23,1
153,IKEA Sofa,IKEA,7,4,4102,4603.22,0,2022-08-12,1
154,ITC Atta,ITC,10,3,19504,25198.4,0,2021-08-23,1
155,Prestige Mixer,Prestige,6,9,76453,96616.39,36,2026-03-24,1
156,TCL Crystal,TCL,3,11,24041,26641.61,24,2026-04-17,1
157,Adidas Jacket,Adidas,8,10,7636,8812.5,0,2024-10-10,1
158,W Dress,W,9,12,55914,66471.55,0,2022-08-03,1
159,IKEA Sofa,IKEA,7,11,3046,3356.07,0,2024-04-11,1
160,OnePlus Pro,OnePlus,1,7,43557,55032.17,24,2026-08-02,1
161,LG Bravia,LG,3,7,2142,2853.6,24,2026-02-15,1
162,Samsung Crystal,Samsung,3,11,48204,53755.53,36,2023-12-10,1
163,ASUS Inspiron,ASUS,2,12,7537,9240.93,12,2023-04-15,1
164,IFB Fully Automatic,IFB,5,12,67242,76172.74,12,2022-04-03,1
165,Godrej Dining Table,Godrej,7,5,3009,3603.57,0,2025-06-22,1
166,Puma T-Shirt,Puma,8,3,60393,71843.75,0,2023-01-12,1
167,Biba Leggings,Biba,9,10,20094,25400.22,0,2023-09-14,1
168,Nilkamal Sofa,Nilkamal,7,8,68583,79813.93,0,2022-06-13,1
169,Samsung Note,Samsung,1,4,21687,28448.31,24,2025-02-02,1
170,Acer Aspire,Acer,2,2,27333,35405.94,36,2022-12-19,1
171,Philips Cooktop,Philips,6,2,13780,15433.46,12,2023-04-18,1
172,Whirlpool Frost Free,Whirlpool,4,2,23047,28362.41,12,2025-02-22,1
173,IFB Front Load,IFB,5,11,42173,48101.86,36,2022-04-16,1
174,Godrej Sofa,Godrej,7,2,33275,39366.41,0,2025-08-17,1
175,Butterfly Air Fryer,Butterfly,6,8,70803,87670.99,24,2024-08-17,1
176,Biba Kurti,Biba,9,10,3936,5091.81,0,2024-02-29,1
177,LG Double Door,LG,4,6,46978,58052.95,36,2022-07-27,1
178,IKEA Office Chair,IKEA,7,8,48193,61989.64,0,2026-06-04,1
179,Sony OLED,Sony,3,5,53408,65400.62,36,2023-05-17,1
180,W Top,W,9,5,52598,67469.73,0,2026-03-07,1
181,Biba Top,Biba,9,1,69372,78977.89,0,2025-09-29,1
182,Prestige Mixer,Prestige,6,8,76901,98827.56,36,2022-04-14,1
183,TCL OLED,TCL,3,6,42929,49856.53,24,2026-07-23,1
184,IKEA Wardrobe,IKEA,7,7,55148,73747.92,0,2024-06-27,1
185,Aashirvaad Sugar,Aashirvaad,10,4,55920,66835.59,0,2024-09-19,1
186,Tata Oil,Tata,10,1,12792,16482.76,0,2025-01-22,1
187,IKEA Dining Table,IKEA,7,11,77675,95047.49,0,2021-10-08,1
188,LG QLED,LG,3,9,70868,93970.35,12,2025-08-10,1
189,Puma Jacket,Puma,8,11,61616,71050.25,0,2025-06-30,1
190,Whirlpool Frost Free,Whirlpool,4,7,36678,47384.36,12,2023-12-27,1
191,Fortune Rice,Fortune,10,3,42825,57395.61,0,2022-02-26,1
192,ITC Rice,ITC,10,9,11065,13143.33,0,2025-04-07,1
193,Philips Mixer,Philips,6,6,22088,28681.37,12,2022-07-22,1
194,Samsung Convertible,Samsung,4,8,33533,37129.43,36,2021-12-16,1
195,Bosch Front Load,Bosch,5,8,11549,14752.22,36,2021-10-19,1
196,Biba Leggings,Biba,9,6,63227,80643.44,0,2024-01-09,1
197,ASUS Aspire,ASUS,2,6,76727,90959.42,12,2024-09-02,1
198,Aurelia Top,Aurelia,9,9,71723,82716.67,0,2022-12-12,1
199,Samsung Max,Samsung,1,6,75068,94196.79,24,2025-05-21,1
200,Whirlpool Double Door,Whirlpool,4,7,55627,63556.46,36,2021-09-11,1
201,Sony Bravia,Sony,3,8,9424,11377.29,36,2024-07-05,1
202,LG Fully Automatic,LG,5,2,1291,1688.46,36,2021-12-12,1
203,Lenovo ThinkPad,Lenovo,2,1,5729,6944.72,36,2021-09-13,1
204,ITC Sugar,ITC,10,10,8642,11074.56,0,2026-01-02,1
205,Prestige Induction Stove,Prestige,6,3,40753,48630.77,36,2024-02-07,1
206,IFB Fully Automatic,IFB,5,5,76604,93076.44,12,2023-07-15,1
207,Bosch Front Load,Bosch,5,5,12359,15862.19,12,2023-02-10,1
208,Aurelia Kurti,Aurelia,9,2,25867,29270.71,0,2024-04-11,1
209,Fortune Sugar,Fortune,10,10,15709,17693.84,0,2023-04-06,1
210,Nilkamal Sofa,Nilkamal,7,3,27496,31848.73,0,2026-07-16,1
211,Acer Aspire,Acer,2,5,77336,101017.59,24,2024-01-09,1
212,TCL QLED,TCL,3,11,8356,9283.29,12,2023-05-07,1
213,W Dress,W,9,5,28246,31865.41,0,2022-03-30,1
214,LG Crystal,LG,3,7,59569,76568.65,36,2023-10-11,1
215,TCL Crystal,TCL,3,7,67033,74851.5,36,2026-07-08,1
216,IFB Top Load,IFB,5,2,52271,58680.98,24,2025-05-16,1
217,TCL QLED,TCL,3,11,22393,29735.98,36,2023-09-19,1
218,ITC Sugar,ITC,10,7,15932,18659.07,0,2023-01-28,1
219,Bosch Front Load,Bosch,5,8,7027,7840.68,12,2023-06-17,1
220,Samsung Note,Samsung,1,8,31515,40668.4,36,2025-12-06,1
221,Aurelia Kurti,Aurelia,9,8,2586,3471.49,0,2025-08-26,1
222,Whirlpool Double Door,Whirlpool,4,5,14728,17436.63,24,2021-10-09,1
223,Godrej Convertible,Godrej,4,2,29140,33038.11,12,2026-07-31,1
224,Philips Air Fryer,Philips,6,5,58359,66226.51,24,2024-02-23,1
225,Whirlpool Double Door,Whirlpool,4,9,23948,29111.39,36,2024-10-03,1
226,Philips Mixer,Philips,6,7,4145,5090.77,12,2026-01-23,0
227,Apple Max,Apple,1,3,52339,70071.99,12,2026-06-17,1
228,Butterfly Air Fryer,Butterfly,6,8,21421,26613.74,12,2024-02-11,1
229,Adidas Jeans,Adidas,8,9,21247,27328.73,0,2022-10-06,1
230,Fortune Rice,Fortune,10,7,54733,72828.62,0,2023-08-30,1
231,Philips Air Fryer,Philips,6,1,79330,97421.92,24,2021-12-17,1
232,LG Frost Free,LG,4,3,70072,91310.79,24,2026-07-05,1
233,W Top,W,9,4,1962,2429.97,0,2021-10-15,1
234,Puma Jacket,Puma,8,12,23040,26189.72,0,2025-10-17,1
235,Tata Sugar,Tata,10,9,66480,74691.06,0,2026-06-03,1
236,ITC Rice,ITC,10,4,55130,73004.6,0,2023-11-21,1
237,Dell ThinkPad,Dell,2,10,49011,64632.64,24,2026-06-25,1
238,Whirlpool Top Load,Whirlpool,5,1,35890,45523.35,24,2021-11-15,1
239,LG Front Load,LG,5,12,35263,46743.09,24,2025-06-05,1
240,Biba Kurti,Biba,9,4,42610,51322.09,0,2024-07-27,1
241,Aurelia Leggings,Aurelia,9,6,65461,78611.92,0,2024-12-10,1
242,Tata Rice,Tata,10,10,68279,78938.18,0,2022-10-14,1
243,Nilkamal Sofa,Nilkamal,7,8,57658,65244.52,0,2023-04-29,1
244,Whirlpool Front Load,Whirlpool,5,1,64238,80303.7,24,2023-05-15,1
245,Adidas T-Shirt,Adidas,8,12,37511,48535.57,0,2024-07-10,1
246,LG Frost Free,LG,4,6,58590,73978.02,36,2025-09-26,1
247,Samsung Max,Samsung,1,10,58091,73419.63,12,2022-05-28,1
248,Godrej Dining Table,Godrej,7,8,27733,31187.45,0,2023-12-30,1
249,Samsung Ultra,Samsung,1,1,16959,19041.14,24,2022-05-30,1
250,Levi's T-Shirt,Levi's,8,3,792,1031.02,0,2024-09-04,1
251,LG Convertible,LG,4,6,74962,95236.57,24,2023-10-19,1
252,W Kurti,W,9,10,39846,46104.15,0,2024-09-29,1
253,Godrej Sofa,Godrej,7,9,25682,32250.67,0,2026-02-18,1
254,Prestige Induction Stove,Prestige,6,1,67833,87967.96,12,2021-11-29,1
255,LG QLED,LG,3,12,45242,52042.82,24,2023-04-19,1
256,Fortune Oil,Fortune,10,9,49206,62147.05,0,2022-06-08,1
257,Acer ThinkPad,Acer,2,11,9186,11852.03,24,2022-05-11,1
258,Vivo Ultra,Vivo,1,11,70112,84186.79,12,2021-10-27,1
259,HP Inspiron,HP,2,8,21439,25146.23,12,2021-11-20,1
260,Vivo Ultra,Vivo,1,4,71056,82612.44,12,2026-01-24,1
261,HP Pavilion,HP,2,10,33320,43137.95,12,2022-07-22,1
262,ASUS Pavilion,ASUS,2,3,60862,78451.42,12,2022-01-15,1
263,Samsung Bravia,Samsung,3,5,56459,74279.15,12,2023-05-18,1
264,HP Pavilion,HP,2,11,58768,68853.42,12,2024-05-06,1
265,Samsung Ultra,Samsung,1,3,46563,56657.43,36,2025-03-30,1
266,W Kurti,W,9,10,71026,88693.2,0,2022-10-18,1
267,Fortune Atta,Fortune,10,11,30330,38907.46,0,2023-04-30,1
268,Dell Aspire,Dell,2,1,66288,85162.73,36,2023-01-19,1
269,Aashirvaad Atta,Aashirvaad,10,12,60198,80211.11,0,2022-12-25,1
270,Tata Oil,Tata,10,2,4991,6730.12,0,2022-08-23,1
271,ASUS Aspire,ASUS,2,5,33638,40046.58,36,2026-02-14,0
272,Aashirvaad Oil,Aashirvaad,10,12,64426,84182.4,0,2025-02-07,1
273,ASUS Aspire,ASUS,2,8,14146,16317.56,24,2022-05-28,1
274,Nilkamal Sofa,Nilkamal,7,8,70717,90295.75,0,2026-08-01,1
275,LG Double Door,LG,4,12,23251,27972.82,12,2024-01-16,1
276,Godrej Office Chair,Godrej,7,3,25575,30931.04,0,2023-01-04,1
277,Samsung Double Door,Samsung,4,3,59563,79428.76,36,2024-10-03,1
278,Lenovo ThinkPad,Lenovo,2,1,38858,45639.21,36,2022-12-18,1
279,LG Top Load,LG,5,10,50678,67153.73,12,2026-04-13,1
280,W Top,W,9,11,62424,78695.91,0,2023-09-06,0
281,Prestige Induction Stove,Prestige,6,1,74460,84220.32,36,2023-06-17,1
282,W Leggings,W,9,8,28994,38798.25,0,2025-08-15,1
283,Sony Crystal,Sony,3,4,29163,35345.87,36,2022-04-03,1
284,Apple Pro,Apple,1,3,54209,72996.17,12,2025-03-19,1
285,Philips Air Fryer,Philips,6,6,31152,37783.21,12,2025-10-01,1
286,Nilkamal Office Chair,Nilkamal,7,5,11045,13303.99,0,2024-12-25,1
287,LG Double Door,LG,4,11,72700,83476.93,24,2021-10-13,0
288,Sony QLED,Sony,3,7,35512,46716.68,12,2023-11-03,1
289,Whirlpool Frost Free,Whirlpool,4,10,25307,31143.78,24,2023-12-14,1
290,Aurelia Leggings,Aurelia,9,10,16421,18551.3,0,2022-07-17,1
291,Levi's T-Shirt,Levi's,8,4,35916,46658.64,0,2021-11-14,1
292,Puma Shirt,Puma,8,5,67361,77281.96,0,2023-01-27,1
293,Acer Aspire,Acer,2,1,44375,58864.84,12,2024-05-23,1
294,W Top,W,9,7,25147,29066.6,0,2024-02-23,1
295,OnePlus Max,OnePlus,1,4,36151,42723.86,24,2025-10-04,1
296,Philips Induction Stove,Philips,6,11,74221,98031.15,36,2022-10-21,1
297,W Top,W,9,10,41781,52339.66,0,2022-09-14,1
298,Whirlpool Front Load,Whirlpool,5,1,42101,50498.75,12,2024-05-12,1
299,ITC Rice,ITC,10,10,69211,83185.53,0,2026-06-10,0
300,Levi's Jacket,Levi's,8,1,63753,83725.22,0,2025-11-15,1
301,LG Crystal,LG,3,3,9318,10926.94,12,2026-07-01,1
302,Samsung OLED,Samsung,3,5,52575,67926.73,36,2026-05-18,1
303,Bosch Top Load,Bosch,5,8,35940,43800.47,36,2026-02-05,1
304,Nilkamal Wardrobe,Nilkamal,7,6,26128,35093.63,0,2021-12-06,1
305,Biba Leggings,Biba,9,6,48939,60273.57,0,2025-10-28,1
306,Acer ThinkPad,Acer,2,12,25901,30421.29,36,2023-10-19,1
307,LG Front Load,LG,5,3,53303,63954.34,12,2023-04-24,1
308,Prestige Induction Stove,Prestige,6,8,54354,68939.78,24,2025-11-16,1
309,TCL Bravia,TCL,3,2,29226,36387.42,12,2021-10-24,0
310,Godrej Double Door,Godrej,4,8,56484,74746.66,24,2023-03-03,1
311,HP Aspire,HP,2,1,79177,99373.75,12,2022-12-13,1
312,Whirlpool Frost Free,Whirlpool,4,4,64130,75577.01,12,2024-09-13,1
313,ITC Sugar,ITC,10,3,51845,63406.42,0,2025-02-11,1
314,HP Pavilion,HP,2,12,34041,45476.81,12,2022-05-13,1
315,LG Frost Free,LG,4,7,34711,44164.05,12,2021-11-14,1
316,Whirlpool Frost Free,Whirlpool,4,9,6766,7946.32,24,2023-12-19,1
317,LG Frost Free,LG,4,12,66070,85456.14,24,2024-02-03,1
318,Samsung Frost Free,Samsung,4,5,72348,87439.81,36,2024-10-17,0
319,Fortune Rice,Fortune,10,3,10283,12609.29,0,2025-07-16,0
320,ASUS Pavilion,ASUS,2,12,64214,72711.75,24,2023-02-24,1
321,LG Front Load,LG,5,7,65670,86521.37,12,2025-07-07,1
322,LG Top Load,LG,5,2,68002,87072.73,12,2022-01-19,1
323,Butterfly Cooktop,Butterfly,6,9,60181,67841.13,12,2021-11-22,1
324,Godrej Wardrobe,Godrej,7,1,71289,81088.01,0,2025-12-08,1
325,Adidas Jacket,Adidas,8,10,63149,73796.62,0,2021-09-22,1
326,ASUS Pavilion,ASUS,2,9,65476,88130.57,12,2023-04-23,1
327,IKEA Dining Table,IKEA,7,1,41640,48839.26,0,2025-07-22,1
328,Puma Shirt,Puma,8,6,67085,87471.25,0,2024-02-03,1
329,Acer Inspiron,Acer,2,8,35934,42120.03,12,2021-10-21,1
330,Tata Sugar,Tata,10,2,31678,40768.6,0,2022-07-23,1
331,Godrej Sofa,Godrej,7,10,58506,70270.34,0,2021-09-01,1
332,IFB Top Load,IFB,5,12,49449,61984.99,12,2021-12-10,1
333,Dell Inspiron,Dell,2,1,39012,48160.21,24,2024-12-01,1
334,Bosch Fully Automatic,Bosch,5,9,58026,75985.74,24,2021-11-30,1
335,IKEA Wardrobe,IKEA,7,4,59735,70814.27,0,2022-12-01,1
336,Samsung Ultra,Samsung,1,1,35634,44612.89,12,2022-05-26,1
337,Levi's Jacket,Levi's,8,3,50561,61313.26,0,2022-01-17,1
338,Apple Ultra,Apple,1,12,46894,56035.68,24,2026-03-23,1
339,Godrej Sofa,Godrej,7,11,28822,37448.51,0,2025-06-14,1
340,TCL Bravia,TCL,3,2,17993,23981.06,12,2026-07-01,1
341,Nilkamal Office Chair,Nilkamal,7,8,3844,4338.69,0,2021-09-20,1
342,IFB Fully Automatic,IFB,5,11,37213,44894.21,36,2024-02-05,1
343,IKEA Sofa,IKEA,7,2,71882,87679.11,0,2022-07-25,1
344,Vivo Max,Vivo,1,11,65845,86730.48,36,2022-05-28,1
345,Bosch Front Load,Bosch,5,5,68471,78319.89,36,2024-06-13,1
346,Biba Top,Biba,9,12,1973,2229.99,0,2022-11-08,1
347,Whirlpool Double Door,Whirlpool,4,6,68618,82924.02,24,2021-10-14,1
348,Whirlpool Double Door,Whirlpool,4,10,25004,32732.23,12,2023-02-13,1
349,Aurelia Dress,Aurelia,9,12,20472,27010.7,0,2023-11-01,0
350,LG Convertible,LG,4,2,34010,44456.18,36,2021-08-19,1
351,Godrej Sofa,Godrej,7,11,35525,43889.6,0,2024-12-29,1
352,IKEA Wardrobe,IKEA,7,6,51626,62280.67,0,2025-08-18,1
353,Butterfly Induction Stove,Butterfly,6,6,4683,6027.88,12,2024-10-06,1
354,Lenovo ThinkPad,Lenovo,2,7,4608,5750.51,36,2025-09-12,1
355,Dell ThinkPad,Dell,2,12,64358,84962.31,12,2021-11-25,1
356,Aashirvaad Oil,Aashirvaad,10,11,36986,48331.29,0,2024-11-27,1
357,TCL Bravia,TCL,3,2,12389,15362.21,36,2021-10-03,1
358,Levi's T-Shirt,Levi's,8,8,15341,18217.65,0,2026-01-09,1
359,Xiaomi Pro,Xiaomi,1,2,23976,31146.46,12,2024-03-12,1
360,Xiaomi Pro,Xiaomi,1,2,62582,78796.74,36,2021-12-09,1
